Time Stamp,Name,Load
01/01/2004 03:55:17,N.Y.C._LONGIL,5969
01/01/2004 03:55:17,NORTH,604
01/01/2004 03:55:17,WEST,1366
01/01/2004 04:00:00,CAPITL,856
01/01/2004 04:00:00,CENTRL,1434
01/01/2004 04:00:00,DUNWOD,499
01/01/2004 04:00:00,GENESE,798
01/01/2004 04:00:00,HUD VL,905
01/01/2004 04:00:00,MHK VL,525
01/01/2004 04:00:00,MILLWD,179
01/01/2004 04:00:00,N.Y.C._LONGIL,5965
01/01/2004 04:00:00,NORTH,614
01/01/2004 04:00:00,WEST,1389
01/01/2004 04:02:17,CAPITL,848
01/01/2004 04:02:17,CENTRL,1428
01/01/2004 04:02:17,DUNWOD,501
01/01/2004 04:02:17,GENESE,807
01/01/2004 04:02:17,HUD VL,899
01/01/2004 04:02:17,MHK VL,517
01/01/2004 04:02:17,MILLWD,178
01/01/2004 04:02:17,N.Y.C._LONGIL,5962
01/01/2004 04:02:17,NORTH,614
01/01/2004 04:02:17,WEST,1373
01/01/2004 04:05:47,CAPITL,849
01/01/2004 04:05:47,CENTRL,1422
01/01/2004 04:05:47,DUNWOD,497
01/01/2004 04:05:47,GENESE,807
01/01/2004 04:05:47,HUD VL,909
01/01/2004 04:05:47,MHK VL,528
01/01/2004 04:05:47,MILLWD,177
01/01/2004 04:05:47,N.Y.C._LONGIL,5952
01/01/2004 04:05:47,NORTH,610
01/01/2004 04:05:47,WEST,1368
01/01/2004 04:10:47,CAPITL,844
01/01/2004 04:10:47,CENTRL,1440
01/01/2004 04:10:47,DUNWOD,501
01/01/2004 04:10:47,GENESE,806
01/01/2004 04:10:47,HUD VL,912
01/01/2004 04:10:47,MHK VL,519
01/01/2004 04:10:47,MILLWD,176
01/01/2004 04:10:47,N.Y.C._LONGIL,5945
01/01/2004 04:10:47,NORTH,616
01/01/2004 04:10:47,WEST,1395
01/01/2004 04:15:47,CAPITL,853
01/01/2004 04:15:47,CENTRL,1428
01/01/2004 04:15:47,DUNWOD,494
01/01/2004 04:15:47,GENESE,806
01/01/2004 04:15:47,HUD VL,899
01/01/2004 04:15:47,MHK VL,520
01/01/2004 04:15:47,MILLWD,181
01/01/2004 04:15:47,N.Y.C._LONGIL,5934
01/01/2004 04:15:47,NORTH,620
01/01/2004 04:15:47,WEST,1386
01/01/2004 04:17:17,CAPITL,862
01/01/2004 04:17:17,CENTRL,1436
01/01/2004 04:17:17,DUNWOD,494
01/01/2004 04:17:17,GENESE,811
01/01/2004 04:17:17,HUD VL,908
01/01/2004 04:17:17,MHK VL,518
01/01/2004 04:17:17,MILLWD,182
01/01/2004 04:17:17,N.Y.C._LONGIL,5933
01/01/2004 04:17:17,NORTH,612
01/01/2004 04:17:17,WEST,1363
01/01/2004 04:22:17,CAPITL,864
01/01/2004 04:22:17,CENTRL,1427
01/01/2004 04:22:17,DUNWOD,501
01/01/2004 04:22:17,GENESE,807
01/01/2004 04:22:17,HUD VL,898
01/01/2004 04:22:17,MHK VL,528
01/01/2004 04:22:17,MILLWD,172
01/01/2004 04:22:17,N.Y.C._LONGIL,5925
01/01/2004 04:22:17,NORTH,615
01/01/2004 04:22:17,WEST,1383
01/01/2004 04:23:47,CAPITL,839
01/01/2004 04:23:47,CENTRL,1418
01/01/2004 04:23:47,DUNWOD,499
01/01/2004 04:23:47,GENESE,807
01/01/2004 04:23:47,HUD VL,896
01/01/2004 04:23:47,MHK VL,522
01/01/2004 04:23:47,MILLWD,180
01/01/2004 04:23:47,N.Y.C._LONGIL,5924
01/01/2004 04:23:47,NORTH,616
01/01/2004 04:23:47,WEST,1396
01/01/2004 04:28:47,CAPITL,852
01/01/2004 04:28:47,CENTRL,1431
01/01/2004 04:28:47,DUNWOD,498
01/01/2004 04:28:47,GENESE,808
01/01/2004 04:28:47,HUD VL,910
01/01/2004 04:28:47,MHK VL,521
01/01/2004 04:28:47,MILLWD,179
01/01/2004 04:28:47,N.Y.C._LONGIL,5922
01/01/2004 04:28:47,NORTH,616
01/01/2004 04:28:47,WEST,1402
01/01/2004 04:30:17,CAPITL,855
01/01/2004 04:30:17,CENTRL,1441
01/01/2004 04:30:17,DUNWOD,500
01/01/2004 04:30:17,GENESE,807
01/01/2004 04:30:17,HUD VL,900
01/01/2004 04:30:17,MHK VL,528
01/01/2004 04:30:17,MILLWD,180
01/01/2004 04:30:17,N.Y.C._LONGIL,5917
01/01/2004 04:30:17,NORTH,609
01/01/2004 04:30:17,WEST,1374
01/01/2004 04:35:17,CAPITL,850
01/01/2004 04:35:17,CENTRL,1438
01/01/2004 04:35:17,DUNWOD,503
01/01/2004 04:35:17,GENESE,805
01/01/2004 04:35:17,HUD VL,905
01/01/2004 04:35:17,MHK VL,524
01/01/2004 04:35:17,MILLWD,177
01/01/2004 04:35:17,N.Y.C._LONGIL,5926
01/01/2004 04:35:17,NORTH,615
01/01/2004 04:35:17,WEST,1369
01/01/2004 04:36:47,CAPITL,849
01/01/2004 04:36:47,CENTRL,1436
01/01/2004 04:36:47,DUNWOD,502
01/01/2004 04:36:47,GENESE,804
01/01/2004 04:36:47,HUD VL,909
01/01/2004 04:36:47,MHK VL,530
01/01/2004 04:36:47,MILLWD,177
01/01/2004 04:36:47,N.Y.C._LONGIL,5905
01/01/2004 04:36:47,NORTH,604
01/01/2004 04:36:47,WEST,1382
01/01/2004 04:41:47,CAPITL,849
01/01/2004 04:41:47,CENTRL,1429
01/01/2004 04:41:47,DUNWOD,497
01/01/2004 04:41:47,GENESE,803
01/01/2004 04:41:47,HUD VL,913
01/01/2004 04:41:47,MHK VL,530
01/01/2004 04:41:47,MILLWD,178
01/01/2004 04:41:47,N.Y.C._LONGIL,5903
01/01/2004 04:41:47,NORTH,614
01/01/2004 04:41:47,WEST,1384
01/01/2004 04:46:47,CAPITL,854
01/01/2004 04:46:47,CENTRL,1436
01/01/2004 04:46:47,DUNWOD,493
01/01/2004 04:46:47,GENESE,797
01/01/2004 04:46:47,HUD VL,909
01/01/2004 04:46:47,MHK VL,528
01/01/2004 04:46:47,MILLWD,176
01/01/2004 04:46:47,N.Y.C._LONGIL,5906
01/01/2004 04:46:47,NORTH,614
01/01/2004 04:46:47,WEST,1383
01/01/2004 04:51:47,CAPITL,861
01/01/2004 04:51:47,CENTRL,1444
01/01/2004 04:51:47,DUNWOD,502
01/01/2004 04:51:47,GENESE,797
01/01/2004 04:51:47,HUD VL,889
01/01/2004 04:51:47,MHK VL,530
01/01/2004 04:51:47,MILLWD,179
01/01/2004 04:51:47,N.Y.C._LONGIL,5900
01/01/2004 04:51:47,NORTH,619
01/01/2004 04:51:47,WEST,1369
01/01/2004 04:55:17,CAPITL,841
01/01/2004 04:55:17,CENTRL,1435
01/01/2004 04:55:17,DUNWOD,494
01/01/2004 04:55:17,GENESE,805
01/01/2004 04:55:17,HUD VL,898
01/01/2004 04:55:17,MHK VL,530
01/01/2004 04:55:17,MILLWD,191
01/01/2004 04:55:17,N.Y.C._LONGIL,5891
01/01/2004 04:55:17,NORTH,617
01/01/2004 04:55:17,WEST,1395
01/01/2004 05:00:00,CAPITL,851
01/01/2004 05:00:00,CENTRL,1449
01/01/2004 05:00:00,DUNWOD,496
01/01/2004 05:00:00,GENESE,805
01/01/2004 05:00:00,HUD VL,915
01/01/2004 05:00:00,MHK VL,534
01/01/2004 05:00:00,MILLWD,180
01/01/2004 05:00:00,N.Y.C._LONGIL,5905
01/01/2004 05:00:00,NORTH,617
01/01/2004 05:00:00,WEST,1374
01/01/2004 05:00:47,CAPITL,851
01/01/2004 05:00:47,CENTRL,1443
01/01/2004 05:00:47,DUNWOD,499
01/01/2004 05:00:47,GENESE,818
01/01/2004 05:00:47,HUD VL,912
01/01/2004 05:00:47,MHK VL,548
01/01/2004 05:00:47,MILLWD,186
01/01/2004 05:00:47,N.Y.C._LONGIL,5920
01/01/2004 05:00:47,NORTH,611
01/01/2004 05:00:47,WEST,1402
01/01/2004 05:05:17,CAPITL,862
01/01/2004 05:05:17,CENTRL,1459
01/01/2004 05:05:17,DUNWOD,502
01/01/2004 05:05:17,GENESE,815
01/01/2004 05:05:17,HUD VL,920
01/01/2004 05:05:17,MHK VL,529
01/01/2004 05:05:17,MILLWD,188
01/01/2004 05:05:17,N.Y.C._LONGIL,5906
01/01/2004 05:05:17,NORTH,612
01/01/2004 05:05:17,WEST,1380
01/01/2004 05:06:47,CAPITL,864
01/01/2004 05:06:47,CENTRL,1453
01/01/2004 05:06:47,DUNWOD,502
01/01/2004 05:06:47,GENESE,813
01/01/2004 05:06:47,HUD VL,911
01/01/2004 05:06:47,MHK VL,536
01/01/2004 05:06:47,MILLWD,190
01/01/2004 05:06:47,N.Y.C._LONGIL,5926
01/01/2004 05:06:47,NORTH,622
01/01/2004 05:06:47,WEST,1380
01/01/2004 05:11:47,CAPITL,866
01/01/2004 05:11:47,CENTRL,1447
01/01/2004 05:11:47,DUNWOD,497
01/01/2004 05:11:47,GENESE,812
01/01/2004 05:11:47,HUD VL,915
01/01/2004 05:11:47,MHK VL,525
01/01/2004 05:11:47,MILLWD,186
01/01/2004 05:11:47,N.Y.C._LONGIL,5933
01/01/2004 05:11:47,NORTH,631
01/01/2004 05:11:47,WEST,1414
01/01/2004 05:16:47,CAPITL,859
01/01/2004 05:16:47,CENTRL,1459
01/01/2004 05:16:47,DUNWOD,498
01/01/2004 05:16:47,GENESE,811
01/01/2004 05:16:47,HUD VL,924
01/01/2004 05:16:47,MHK VL,532
01/01/2004 05:16:47,MILLWD,193
01/01/2004 05:16:47,N.Y.C._LONGIL,5925
01/01/2004 05:16:47,NORTH,619
01/01/2004 05:16:47,WEST,1389
01/01/2004 05:18:17,CAPITL,862
01/01/2004 05:18:17,CENTRL,1452
01/01/2004 05:18:17,DUNWOD,499
01/01/2004 05:18:17,GENESE,809
01/01/2004 05:18:17,HUD VL,911
01/01/2004 05:18:17,MHK VL,530
01/01/2004 05:18:17,MILLWD,189
01/01/2004 05:18:17,N.Y.C._LONGIL,5936
01/01/2004 05:18:17,NORTH,625
01/01/2004 05:18:17,WEST,1396
01/01/2004 05:23:17,CAPITL,852
01/01/2004 05:23:17,CENTRL,1454
01/01/2004 05:23:17,DUNWOD,497
01/01/2004 05:23:17,GENESE,817
01/01/2004 05:23:17,HUD VL,902
01/01/2004 05:23:17,MHK VL,534
01/01/2004 05:23:17,MILLWD,190
01/01/2004 05:23:17,N.Y.C._LONGIL,5936
01/01/2004 05:23:17,NORTH,623
01/01/2004 05:23:17,WEST,1360
01/01/2004 05:24:47,CAPITL,868
01/01/2004 05:24:47,CENTRL,1461
01/01/2004 05:24:47,DUNWOD,499
01/01/2004 05:24:47,GENESE,810
01/01/2004 05:24:47,HUD VL,921
01/01/2004 05:24:47,MHK VL,530
01/01/2004 05:24:47,MILLWD,194
01/01/2004 05:24:47,N.Y.C._LONGIL,5946
01/01/2004 05:24:47,NORTH,618
01/01/2004 05:24:47,WEST,1398
01/01/2004 05:29:47,CAPITL,862
01/01/2004 05:29:47,CENTRL,1454
01/01/2004 05:29:47,DUNWOD,502
01/01/2004 05:29:47,GENESE,812
01/01/2004 05:29:47,HUD VL,916
01/01/2004 05:29:47,MHK VL,537
01/01/2004 05:29:47,MILLWD,193
01/01/2004 05:29:47,N.Y.C._LONGIL,5932
01/01/2004 05:29:47,NORTH,617
01/01/2004 05:29:47,WEST,1396
01/01/2004 05:31:17,CAPITL,855
01/01/2004 05:31:17,CENTRL,1451
01/01/2004 05:31:17,DUNWOD,504
01/01/2004 05:31:17,GENESE,817
01/01/2004 05:31:17,HUD VL,918
01/01/2004 05:31:17,MHK VL,524
01/01/2004 05:31:17,MILLWD,186
01/01/2004 05:31:17,N.Y.C._LONGIL,5957
01/01/2004 05:31:17,NORTH,626
01/01/2004 05:31:17,WEST,1403
01/01/2004 05:36:17,CAPITL,862
01/01/2004 05:36:17,CENTRL,1462
01/01/2004 05:36:17,DUNWOD,507
01/01/2004 05:36:17,GENESE,814
01/01/2004 05:36:17,HUD VL,916
01/01/2004 05:36:17,MHK VL,540
01/01/2004 05:36:17,MILLWD,187
01/01/2004 05:36:17,N.Y.C._LONGIL,5957
01/01/2004 05:36:17,NORTH,623
01/01/2004 05:36:17,WEST,1403
01/01/2004 05:37:47,CAPITL,865
01/01/2004 05:37:47,CENTRL,1460
01/01/2004 05:37:47,DUNWOD,508
01/01/2004 05:37:47,GENESE,816
01/01/2004 05:37:47,HUD VL,910
01/01/2004 05:37:47,MHK VL,539
01/01/2004 05:37:47,MILLWD,189
01/01/2004 05:37:47,N.Y.C._LONGIL,5953
01/01/2004 05:37:47,NORTH,623
01/01/2004 05:37:47,WEST,1400
01/01/2004 05:42:47,CAPITL,871
01/01/2004 05:42:47,CENTRL,1464
01/01/2004 05:42:47,DUNWOD,508
01/01/2004 05:42:47,GENESE,820
01/01/2004 05:42:47,HUD VL,920
01/01/2004 05:42:47,MHK VL,540
01/01/2004 05:42:47,MILLWD,185
01/01/2004 05:42:47,N.Y.C._LONGIL,5951
01/01/2004 05:42:47,NORTH,618
01/01/2004 05:42:47,WEST,1398
01/01/2004 05:47:47,CAPITL,874
01/01/2004 05:47:47,CENTRL,1471
01/01/2004 05:47:47,DUNWOD,513
01/01/2004 05:47:47,GENESE,821
01/01/2004 05:47:47,HUD VL,934
01/01/2004 05:47:47,MHK VL,556
01/01/2004 05:47:47,MILLWD,185
01/01/2004 05:47:47,N.Y.C._LONGIL,5973
01/01/2004 05:47:47,NORTH,609
01/01/2004 05:47:47,WEST,1395
01/01/2004 05:52:47,CAPITL,873
01/01/2004 05:52:47,CENTRL,1475
01/01/2004 05:52:47,DUNWOD,509
01/01/2004 05:52:47,GENESE,825
01/01/2004 05:52:47,HUD VL,929
01/01/2004 05:52:47,MHK VL,540
01/01/2004 05:52:47,MILLWD,184
01/01/2004 05:52:47,N.Y.C._LONGIL,5974
01/01/2004 05:52:47,NORTH,624
01/01/2004 05:52:47,WEST,1405
01/01/2004 05:55:17,CAPITL,828
01/01/2004 05:55:17,CENTRL,1442
01/01/2004 05:55:17,DUNWOD,528
01/01/2004 05:55:17,GENESE,816
01/01/2004 05:55:17,HUD VL,854
01/01/2004 05:55:17,MHK VL,563
01/01/2004 05:55:17,MILLWD,186
01/01/2004 05:55:17,N.Y.C._LONGIL,5948
01/01/2004 05:55:17,NORTH,598
01/01/2004 05:55:17,WEST,1379
01/01/2004 06:00:00,CAPITL,874
01/01/2004 06:00:00,CENTRL,1490
01/01/2004 06:00:00,DUNWOD,524
01/01/2004 06:00:00,GENESE,832
01/01/2004 06:00:00,HUD VL,931
01/01/2004 06:00:00,MHK VL,556
01/01/2004 06:00:00,MILLWD,184
01/01/2004 06:00:00,N.Y.C._LONGIL,6029
01/01/2004 06:00:00,NORTH,630
01/01/2004 06:00:00,WEST,1437
01/01/2004 06:00:47,CAPITL,881
01/01/2004 06:00:47,CENTRL,1477
01/01/2004 06:00:47,DUNWOD,525
01/01/2004 06:00:47,GENESE,839
01/01/2004 06:00:47,HUD VL,927
01/01/2004 06:00:47,MHK VL,562
01/01/2004 06:00:47,MILLWD,186
01/01/2004 06:00:47,N.Y.C._LONGIL,6034
01/01/2004 06:00:47,NORTH,635
01/01/2004 06:00:47,WEST,1424
01/01/2004 06:05:17,CAPITL,924
01/01/2004 06:05:17,CENTRL,1475
01/01/2004 06:05:17,DUNWOD,518
01/01/2004 06:05:17,GENESE,830
01/01/2004 06:05:17,HUD VL,935
01/01/2004 06:05:17,MHK VL,573
01/01/2004 06:05:17,MILLWD,190
01/01/2004 06:05:17,N.Y.C._LONGIL,6047
01/01/2004 06:05:17,NORTH,615
01/01/2004 06:05:17,WEST,1417
01/01/2004 06:10:17,CAPITL,904
01/01/2004 06:10:17,CENTRL,1498
01/01/2004 06:10:17,DUNWOD,518
01/01/2004 06:10:17,GENESE,839
01/01/2004 06:10:17,HUD VL,940
01/01/2004 06:10:17,MHK VL,548
01/01/2004 06:10:17,MILLWD,191
01/01/2004 06:10:17,N.Y.C._LONGIL,6050
01/01/2004 06:10:17,NORTH,629
01/01/2004 06:10:17,WEST,1416
01/01/2004 06:11:47,CAPITL,897
01/01/2004 06:11:47,CENTRL,1505
01/01/2004 06:11:47,DUNWOD,518
01/01/2004 06:11:47,GENESE,833
01/01/2004 06:11:47,HUD VL,933
01/01/2004 06:11:47,MHK VL,561
01/01/2004 06:11:47,MILLWD,190
01/01/2004 06:11:47,N.Y.C._LONGIL,6065
01/01/2004 06:11:47,NORTH,630
01/01/2004 06:11:47,WEST,1438
01/01/2004 06:16:47,CAPITL,906
01/01/2004 06:16:47,CENTRL,1492
01/01/2004 06:16:47,DUNWOD,523
01/01/2004 06:16:47,GENESE,846
01/01/2004 06:16:47,HUD VL,938
01/01/2004 06:16:47,MHK VL,564
01/01/2004 06:16:47,MILLWD,189
01/01/2004 06:16:47,N.Y.C._LONGIL,6056
01/01/2004 06:16:47,NORTH,623
01/01/2004 06:16:47,WEST,1444
01/01/2004 06:21:47,CAPITL,907
01/01/2004 06:21:47,CENTRL,1501
01/01/2004 06:21:47,DUNWOD,529
01/01/2004 06:21:47,GENESE,845
01/01/2004 06:21:47,HUD VL,952
01/01/2004 06:21:47,MHK VL,563
01/01/2004 06:21:47,MILLWD,188
01/01/2004 06:21:47,N.Y.C._LONGIL,6036
01/01/2004 06:21:47,NORTH,628
01/01/2004 06:21:47,WEST,1411
01/01/2004 06:26:47,CAPITL,900
01/01/2004 06:26:47,CENTRL,1485
01/01/2004 06:26:47,DUNWOD,519
01/01/2004 06:26:47,GENESE,851
01/01/2004 06:26:47,HUD VL,936
01/01/2004 06:26:47,MHK VL,572
01/01/2004 06:26:47,MILLWD,190
01/01/2004 06:26:47,N.Y.C._LONGIL,6053
01/01/2004 06:26:47,NORTH,632
01/01/2004 06:26:47,WEST,1422
01/01/2004 06:29:17,CAPITL,910
01/01/2004 06:29:17,CENTRL,1492
01/01/2004 06:29:17,DUNWOD,517
01/01/2004 06:29:17,GENESE,845
01/01/2004 06:29:17,HUD VL,957
01/01/2004 06:29:17,MHK VL,569
01/01/2004 06:29:17,MILLWD,193
01/01/2004 06:29:17,N.Y.C._LONGIL,6061
01/01/2004 06:29:17,NORTH,627
01/01/2004 06:29:17,WEST,1461
01/01/2004 06:30:47,CAPITL,905
01/01/2004 06:30:47,CENTRL,1504
01/01/2004 06:30:47,DUNWOD,516
01/01/2004 06:30:47,GENESE,849
01/01/2004 06:30:47,HUD VL,950
01/01/2004 06:30:47,MHK VL,572
01/01/2004 06:30:47,MILLWD,196
01/01/2004 06:30:47,N.Y.C._LONGIL,6075
01/01/2004 06:30:47,NORTH,630
01/01/2004 06:30:47,WEST,1430
01/01/2004 06:32:47,CAPITL,901
01/01/2004 06:32:47,CENTRL,1515
01/01/2004 06:32:47,DUNWOD,522
01/01/2004 06:32:47,GENESE,843
01/01/2004 06:32:47,HUD VL,946
01/01/2004 06:32:47,MHK VL,562
01/01/2004 06:32:47,MILLWD,193
01/01/2004 06:32:47,N.Y.C._LONGIL,6075
01/01/2004 06:32:47,NORTH,639
01/01/2004 06:32:47,WEST,1449
01/01/2004 06:35:17,CAPITL,912
01/01/2004 06:35:17,CENTRL,1512
01/01/2004 06:35:17,DUNWOD,515
01/01/2004 06:35:17,GENESE,849
01/01/2004 06:35:17,HUD VL,943
01/01/2004 06:35:17,MHK VL,564
01/01/2004 06:35:17,MILLWD,201
01/01/2004 06:35:17,N.Y.C._LONGIL,6084
01/01/2004 06:35:17,NORTH,624
01/01/2004 06:35:17,WEST,1406
01/01/2004 06:38:17,CAPITL,914
01/01/2004 06:38:17,CENTRL,1504
01/01/2004 06:38:17,DUNWOD,524
01/01/2004 06:38:17,GENESE,852
01/01/2004 06:38:17,HUD VL,941
01/01/2004 06:38:17,MHK VL,574
01/01/2004 06:38:17,MILLWD,194
01/01/2004 06:38:17,N.Y.C._LONGIL,6076
01/01/2004 06:38:17,NORTH,633
01/01/2004 06:38:17,WEST,1438
01/01/2004 06:43:17,CAPITL,898
01/01/2004 06:43:17,CENTRL,1511
01/01/2004 06:43:17,DUNWOD,517
01/01/2004 06:43:17,GENESE,858
01/01/2004 06:43:17,HUD VL,942
01/01/2004 06:43:17,MHK VL,572
01/01/2004 06:43:17,MILLWD,200
01/01/2004 06:43:17,N.Y.C._LONGIL,6102
01/01/2004 06:43:17,NORTH,635
01/01/2004 06:43:17,WEST,1423
01/01/2004 06:44:47,CAPITL,917
01/01/2004 06:44:47,CENTRL,1506
01/01/2004 06:44:47,DUNWOD,523
01/01/2004 06:44:47,GENESE,849
01/01/2004 06:44:47,HUD VL,944
01/01/2004 06:44:47,MHK VL,574
01/01/2004 06:44:47,MILLWD,197
01/01/2004 06:44:47,N.Y.C._LONGIL,6082
01/01/2004 06:44:47,NORTH,633
01/01/2004 06:44:47,WEST,1418
01/01/2004 06:49:47,CAPITL,917
01/01/2004 06:49:47,CENTRL,1511
01/01/2004 06:49:47,DUNWOD,530
01/01/2004 06:49:47,GENESE,854
01/01/2004 06:49:47,HUD VL,946
01/01/2004 06:49:47,MHK VL,575
01/01/2004 06:49:47,MILLWD,193
01/01/2004 06:49:47,N.Y.C._LONGIL,6091
01/01/2004 06:49:47,NORTH,635
01/01/2004 06:49:47,WEST,1451
01/01/2004 06:54:47,CAPITL,916
01/01/2004 06:54:47,CENTRL,1522
01/01/2004 06:54:47,DUNWOD,525
01/01/2004 06:54:47,GENESE,852
01/01/2004 06:54:47,HUD VL,948
01/01/2004 06:54:47,MHK VL,583
01/01/2004 06:54:47,MILLWD,201
01/01/2004 06:54:47,N.Y.C._LONGIL,6105
01/01/2004 06:54:47,NORTH,635
01/01/2004 06:54:47,WEST,1420
01/01/2004 06:56:17,CAPITL,923
01/01/2004 06:56:17,CENTRL,1519
01/01/2004 06:56:17,DUNWOD,528
01/01/2004 06:56:17,GENESE,868
01/01/2004 06:56:17,HUD VL,949
01/01/2004 06:56:17,MHK VL,584
01/01/2004 06:56:17,MILLWD,197
01/01/2004 06:56:17,N.Y.C._LONGIL,6099
01/01/2004 06:56:17,NORTH,631
01/01/2004 06:56:17,WEST,1436
01/01/2004 07:00:00,CAPITL,924
01/01/2004 07:00:00,CENTRL,1525
01/01/2004 07:00:00,DUNWOD,526
01/01/2004 07:00:00,GENESE,861
01/01/2004 07:00:00,HUD VL,940
01/01/2004 07:00:00,MHK VL,580
01/01/2004 07:00:00,MILLWD,199
01/01/2004 07:00:00,N.Y.C._LONGIL,6088
01/01/2004 07:00:00,NORTH,640
01/01/2004 07:00:00,WEST,1433
01/01/2004 07:01:17,CAPITL,960
01/01/2004 07:01:17,CENTRL,1522
01/01/2004 07:01:17,DUNWOD,524
01/01/2004 07:01:17,GENESE,864
01/01/2004 07:01:17,HUD VL,948
01/01/2004 07:01:17,MHK VL,581
01/01/2004 07:01:17,MILLWD,200
01/01/2004 07:01:17,N.Y.C._LONGIL,6088
01/01/2004 07:01:17,NORTH,630
01/01/2004 07:01:17,WEST,1433
01/01/2004 07:05:47,CAPITL,932
01/01/2004 07:05:47,CENTRL,1518
01/01/2004 07:05:47,DUNWOD,519
01/01/2004 07:05:47,GENESE,862
01/01/2004 07:05:47,HUD VL,960
01/01/2004 07:05:47,MHK VL,582
01/01/2004 07:05:47,MILLWD,198
01/01/2004 07:05:47,N.Y.C._LONGIL,6062
01/01/2004 07:05:47,NORTH,644
01/01/2004 07:05:47,WEST,1485
01/01/2004 07:10:47,CAPITL,947
01/01/2004 07:10:47,CENTRL,1516
01/01/2004 07:10:47,DUNWOD,525
01/01/2004 07:10:47,GENESE,865
01/01/2004 07:10:47,HUD VL,956
01/01/2004 07:10:47,MHK VL,593
01/01/2004 07:10:47,MILLWD,202
01/01/2004 07:10:47,N.Y.C._LONGIL,6044
01/01/2004 07:10:47,NORTH,631
01/01/2004 07:10:47,WEST,1455
01/01/2004 07:15:47,CAPITL,903
01/01/2004 07:15:47,CENTRL,1536
01/01/2004 07:15:47,DUNWOD,509
01/01/2004 07:15:47,GENESE,867
01/01/2004 07:15:47,HUD VL,966
01/01/2004 07:15:47,MHK VL,590
01/01/2004 07:15:47,MILLWD,196
01/01/2004 07:15:47,N.Y.C._LONGIL,6082
01/01/2004 07:15:47,NORTH,636
01/01/2004 07:15:47,WEST,1470
01/01/2004 07:17:17,CAPITL,944
01/01/2004 07:17:17,CENTRL,1529
01/01/2004 07:17:17,DUNWOD,518
01/01/2004 07:17:17,GENESE,863
01/01/2004 07:17:17,HUD VL,952
01/01/2004 07:17:17,MHK VL,585
01/01/2004 07:17:17,MILLWD,199
01/01/2004 07:17:17,N.Y.C._LONGIL,6053
01/01/2004 07:17:17,NORTH,637
01/01/2004 07:17:17,WEST,1474
01/01/2004 07:22:17,CAPITL,950
01/01/2004 07:22:17,CENTRL,1530
01/01/2004 07:22:17,DUNWOD,513
01/01/2004 07:22:17,GENESE,868
01/01/2004 07:22:17,HUD VL,950
01/01/2004 07:22:17,MHK VL,585
01/01/2004 07:22:17,MILLWD,195
01/01/2004 07:22:17,N.Y.C._LONGIL,6036
01/01/2004 07:22:17,NORTH,641
01/01/2004 07:22:17,WEST,1456
01/01/2004 07:23:47,CAPITL,944
01/01/2004 07:23:47,CENTRL,1525
01/01/2004 07:23:47,DUNWOD,517
01/01/2004 07:23:47,GENESE,873
01/01/2004 07:23:47,HUD VL,947
01/01/2004 07:23:47,MHK VL,592
01/01/2004 07:23:47,MILLWD,197
01/01/2004 07:23:47,N.Y.C._LONGIL,6052
01/01/2004 07:23:47,NORTH,642
01/01/2004 07:23:47,WEST,1488
01/01/2004 07:28:47,CAPITL,946
01/01/2004 07:28:47,CENTRL,1522
01/01/2004 07:28:47,DUNWOD,509
01/01/2004 07:28:47,GENESE,872
01/01/2004 07:28:47,HUD VL,942
01/01/2004 07:28:47,MHK VL,583
01/01/2004 07:28:47,MILLWD,202
01/01/2004 07:28:47,N.Y.C._LONGIL,6062
01/01/2004 07:28:47,NORTH,636
01/01/2004 07:28:47,WEST,1473
01/01/2004 07:31:17,CAPITL,953
01/01/2004 07:31:17,CENTRL,1517
01/01/2004 07:31:17,DUNWOD,524
01/01/2004 07:31:17,GENESE,877
01/01/2004 07:31:17,HUD VL,949
01/01/2004 07:31:17,MHK VL,594
01/01/2004 07:31:17,MILLWD,198
01/01/2004 07:31:17,N.Y.C._LONGIL,6047
01/01/2004 07:31:17,NORTH,635
01/01/2004 07:31:17,WEST,1486
01/01/2004 07:36:17,CAPITL,941
01/01/2004 07:36:17,CENTRL,1522
01/01/2004 07:36:17,DUNWOD,521
01/01/2004 07:36:17,GENESE,883
01/01/2004 07:36:17,HUD VL,941
01/01/2004 07:36:17,MHK VL,584
01/01/2004 07:36:17,MILLWD,192
01/01/2004 07:36:17,N.Y.C._LONGIL,6059
01/01/2004 07:36:17,NORTH,646
01/01/2004 07:36:17,WEST,1465
01/01/2004 07:37:47,CAPITL,966
01/01/2004 07:37:47,CENTRL,1524
01/01/2004 07:37:47,DUNWOD,506
01/01/2004 07:37:47,GENESE,877
01/01/2004 07:37:47,HUD VL,943
01/01/2004 07:37:47,MHK VL,589
01/01/2004 07:37:47,MILLWD,209
01/01/2004 07:37:47,N.Y.C._LONGIL,6077
01/01/2004 07:37:47,NORTH,634
01/01/2004 07:37:47,WEST,1422
01/01/2004 07:42:47,CAPITL,940
01/01/2004 07:42:47,CENTRL,1528
01/01/2004 07:42:47,DUNWOD,512
01/01/2004 07:42:47,GENESE,871
01/01/2004 07:42:47,HUD VL,960
01/01/2004 07:42:47,MHK VL,584
01/01/2004 07:42:47,MILLWD,203
01/01/2004 07:42:47,N.Y.C._LONGIL,6076
01/01/2004 07:42:47,NORTH,648
01/01/2004 07:42:47,WEST,1473
01/01/2004 07:47:47,CAPITL,963
